,id,x,y,endX,endY,teamId,playerId,eventType,outcomeType,minute
435,2610542249.0,52.8,5.4,29.0,31.8,167,331254.0,Pass,Unsuccessful,30
444,2610542417.0,97.9,25.0,95.9,37.1,32,439584.0,Pass,Successful,30
446,2610542835.0,3.8,47.0,8.8,34.5,167,121774.0,Pass,Successful,31
447,2610542857.0,8.5,36.5,16.9,36.3,167,313171.0,Pass,Successful,31
448,2610745823.0,16.7,38.0,5.2,75.8,167,303139.0,Pass,Successful,31
449,2610542963.0,8.6,78.0,28.2,94.9,167,121774.0,Pass,Successful,31
450,2610543013.0,48.4,89.3,56.8,89.7,167,402664.0,Pass,Successful,31
451,2610543031.0,77.1,82.8,82.7,54.2,167,136741.0,Pass,Unsuccessful,31
453,2610543141.0,76.2,82.1,76.7,91.4,167,113069.0,Pass,Successful,31
454,2610543195.0,73.9,85.5,67.1,69.1,167,136741.0,Pass,Successful,31
455,2610543237.0,69.0,61.8,69.6,24.8,167,101374.0,Pass,Successful,31
456,2610543325.0,69.8,24.5,82.6,12.0,167,69778.0,Pass,Successful,31
457,2610543333.0,81.6,30.8,76.7,28.7,167,331254.0,Pass,Successful,31
458,2610543361.0,76.7,28.7,75.3,16.7,167,303139.0,Pass,Successful,31
459,2610543411.0,75.3,16.7,77.9,28.6,167,69778.0,Pass,Successful,31
460,2610543509.0,73.9,48.3,83.4,91.2,167,331254.0,Pass,Successful,31
461,2610543535.0,83.5,88.8,92.2,70.9,167,113069.0,Pass,Successful,31
462,2610543543.0,93.5,74.6,90.9,76.0,167,331254.0,Pass,Unsuccessful,31
465,2610543583.0,11.2,35.8,10.5,33.5,32,69344.0,Pass,Unsuccessful,31
467,2610545353.0,4.8,50.9,6.8,36.9,32,260843.0,Pass,Successful,32
468,2610543961.0,12.7,32.6,17.9,4.8,32,99487.0,Pass,Successful,32
469,2610746181.0,26.9,4.6,61.6,16.4,32,353418.0,Pass,Unsuccessful,32
470,2610543997.0,43.0,82.8,47.4,89.2,167,101374.0,Pass,Successful,32
472,2610544049.0,45.7,84.1,15.5,71.5,167,402664.0,Pass,Successful,32
473,2610544177.0,15.5,67.9,20.1,51.7,167,121774.0,Pass,Successful,32
474,2610544249.0,26.3,47.0,34.0,21.6,167,101374.0,Pass,Successful,32
475,2610544359.0,35.7,19.8,50.3,2.7,167,313171.0,Pass,Successful,32
476,2610544431.0,44.6,7.8,33.6,9.3,167,69778.0,Pass,Successful,32
477,2610544527.0,29.6,16.7,18.1,46.6,167,313171.0,Pass,Successful,32
478,2610544609.0,28.6,65.0,59.5,93.1,167,121774.0,Pass,Successful,33
479,2610544687.0,71.7,82.6,77.6,89.3,167,402664.0,Pass,Successful,33
480,2610544747.0,76.8,88.8,93.0,84.3,167,136741.0,Pass,Successful,33
481,2610544791.0,94.6,83.4,100.0,51.0,167,402664.0,Pass,Unsuccessful,33
482,2610545159.0,5.0,58.0,6.9,47.9,32,22079.0,Pass,Successful,33
483,2610545193.0,11.9,42.8,54.9,45.4,32,260843.0,Pass,Unsuccessful,33
484,2610545213.0,46.3,56.6,53.1,54.4,167,101374.0,Pass,Unsuccessful,33
485,2610545227.0,44.3,49.8,60.1,47.0,32,248144.0,Pass,Unsuccessful,33
487,2610545247.0,38.4,56.1,45.5,55.7,167,101374.0,Pass,Successful,33
488,2610545281.0,45.5,55.7,40.0,70.1,167,136741.0,Pass,Successful,33
489,2610545339.0,42.6,76.3,49.6,89.5,167,402664.0,Pass,Successful,33
490,2610545423.0,36.7,70.9,39.3,26.4,167,113069.0,Pass,Successful,33
491,2610545479.0,60.9,17.8,71.7,11.7,167,69778.0,Pass,Successful,33
492,2610545503.0,74.8,11.5,69.3,4.9,167,331254.0,Pass,Successful,34
493,2610545525.0,69.3,4.9,68.3,18.4,167,69778.0,Pass,Successful,34
494,2610545593.0,67.5,19.3,61.1,29.6,167,303139.0,Pass,Successful,34
495,2610545621.0,61.5,25.0,65.1,25.2,167,313171.0,Pass,Successful,34
496,2610545721.0,64.4,25.7,54.4,55.1,167,303139.0,Pass,Successful,34
497,2610545763.0,68.3,73.6,76.8,88.2,167,402664.0,Pass,Successful,34
498,2610545787.0,78.3,88.2,81.5,73.1,167,136741.0,Pass,Successful,34
499,2610545825.0,81.5,73.1,73.3,81.6,167,101374.0,Pass,Successful,34
500,2610545917.0,73.3,81.6,64.8,79.5,167,136741.0,Pass,Successful,34
501,2610546065.0,58.1,88.3,41.5,64.2,167,402664.0,Pass,Successful,34
502,2610546151.0,37.8,44.4,46.1,9.1,167,313171.0,Pass,Successful,34
503,2610546215.0,45.1,10.5,38.4,29.9,167,69778.0,Pass,Successful,34
504,2610546271.0,39.8,31.1,38.6,41.1,167,313171.0,Pass,Successful,34
505,2610546301.0,40.4,37.8,59.0,79.4,167,303139.0,Pass,Successful,34
506,2610546365.0,61.2,85.5,66.0,98.3,167,136741.0,Pass,Successful,34
507,2610546393.0,72.4,92.4,80.1,72.8,167,113069.0,Pass,Successful,34
510,2610546503.0,78.0,72.8,72.7,77.4,167,136741.0,Pass,Successful,34
511,2610546537.0,70.9,72.5,68.8,86.1,167,101374.0,Pass,Successful,35
512,2610546577.0,68.8,86.1,59.8,62.3,167,402664.0,Pass,Successful,35
513,2610546595.0,60.2,59.5,73.6,58.1,167,313171.0,Pass,Successful,35
514,2610546611.0,73.6,58.1,69.8,60.6,167,315227.0,Pass,Successful,35
515,2610546629.0,69.8,60.6,72.6,52.9,167,101374.0,Pass,Unsuccessful,35
517,2610546711.0,62.1,35.8,75.7,10.8,167,303139.0,Pass,Successful,35
518,2610546747.0,77.5,17.2,89.6,16.9,167,331254.0,Pass,Successful,35
519,2610546777.0,91.3,18.8,93.9,49.8,167,365409.0,Pass,Unsuccessful,35
524,2610547393.0,99.5,99.5,95.4,55.9,167,365409.0,Pass,Unsuccessful,35
526,2610547527.0,71.7,66.7,74.1,91.9,167,331254.0,Pass,Successful,35
527,2610547561.0,77.6,93.6,72.6,92.4,167,113069.0,Pass,Successful,36
528,2610547605.0,72.3,86.3,65.4,60.1,167,365409.0,Pass,Successful,36
529,2610547659.0,65.6,56.6,62.1,22.6,167,313171.0,Pass,Successful,36
530,2610547807.0,61.0,25.4,55.8,66.7,167,136741.0,Pass,Successful,36
531,2610547843.0,69.6,65.7,71.7,80.2,167,402664.0,Pass,Successful,36
532,2610547881.0,73.5,75.8,86.2,84.4,167,303139.0,Pass,Successful,36
540,2610549477.0,99.5,99.5,97.3,51.7,167,365409.0,Pass,Unsuccessful,37
544,2610549575.0,71.8,26.7,63.4,43.1,167,331254.0,Pass,Successful,38
545,2610549643.0,63.4,43.1,65.6,23.7,167,69778.0,Pass,Successful,38
546,2610549693.0,67.0,29.9,84.6,61.8,167,331254.0,Pass,Successful,38
547,2610549711.0,84.6,61.8,100.0,80.1,167,313171.0,Pass,Unsuccessful,38
548,2610549981.0,4.7,59.5,3.4,47.8,32,22079.0,Pass,Successful,38
551,2610550227.0,43.7,56.1,41.8,39.2,167,101374.0,Pass,Successful,38
552,2610550249.0,43.8,34.5,45.3,8.6,167,313171.0,Pass,Successful,38
553,2610550381.0,45.3,8.5,79.0,18.1,167,69778.0,Pass,Successful,38
554,2610550503.0,71.7,39.4,77.6,81.2,167,365409.0,Pass,Successful,38
559,2610551131.0,99.5,99.5,93.8,49.2,167,365409.0,Pass,Unsuccessful,39
561,2610551263.0,63.3,52.9,63.4,30.2,167,69778.0,Pass,Successful,39
562,2610551313.0,59.4,34.6,44.6,47.5,167,331254.0,Pass,Successful,39
563,2610551365.0,45.8,47.8,67.4,96.4,167,69778.0,Pass,Successful,39
566,2610551877.0,66.2,94.2,55.6,94.6,167,136741.0,Pass,Successful,40
569,2610551971.0,65.5,93.6,65.3,78.0,167,402664.0,Pass,Successful,40
570,2610551991.0,65.1,76.0,56.9,69.1,167,101374.0,Pass,Successful,40
571,2610552019.0,56.3,63.7,64.3,21.5,167,303139.0,Pass,Successful,40
572,2610552067.0,71.0,17.8,81.2,7.8,167,69778.0,Pass,Successful,40
573,2610552109.0,78.7,13.7,70.7,17.4,167,331254.0,Pass,Successful,40
574,2610552225.0,70.9,18.3,62.8,29.6,167,69778.0,Pass,Successful,40
575,2610552239.0,67.8,23.3,69.6,29.6,167,303139.0,Pass,Successful,40
576,2610552259.0,69.6,29.6,61.0,29.4,167,365409.0,Pass,Successful,40
577,2610552449.0,63.4,22.1,73.0,5.1,167,303139.0,Pass,Successful,40
578,2610552499.0,66.4,16.9,57.0,26.9,167,331254.0,Pass,Successful,40
579,2610552545.0,57.0,26.9,63.5,30.9,167,303139.0,Pass,Successful,41
580,2610552571.0,63.3,18.3,62.0,9.3,167,101374.0,Pass,Successful,41
581,2610552585.0,60.8,14.5,66.2,27.5,167,331254.0,Pass,Successful,41
582,2610552615.0,66.2,27.5,62.5,27.5,167,69778.0,Pass,Successful,41
583,2610552645.0,60.5,35.3,53.8,57.3,167,331254.0,Pass,Successful,41
584,2610552681.0,56.8,57.3,66.8,77.5,167,402664.0,Pass,Successful,41
585,2610552739.0,70.8,81.2,80.4,93.1,167,136741.0,Pass,Successful,41
588,2610552787.0,80.1,79.4,90.2,65.9,167,113069.0,Pass,Successful,41
589,2610552829.0,90.2,65.9,80.2,68.2,167,331254.0,Pass,Successful,41
599,2610553935.0,23.1,30.5,13.4,50.3,32,248144.0,Pass,Successful,42
600,2610553957.0,15.7,46.6,19.2,33.0,32,260843.0,Pass,Successful,42
601,2610746883.0,21.3,32.3,8.0,49.9,32,248144.0,Pass,Successful,42
602,2610746935.0,8.0,49.9,12.7,85.6,32,260843.0,Pass,Successful,42
603,2610553965.0,10.0,90.7,21.2,98.3,32,22079.0,Pass,Successful,42
604,2610553983.0,18.2,96.2,39.3,100.0,32,100008.0,Pass,Unsuccessful,42
605,2610554219.0,67.8,0.0,84.5,4.2,167,69778.0,Pass,Unsuccessful,42
609,2610554803.0,99.5,0.5,94.0,53.7,167,365409.0,Pass,Unsuccessful,43
613,2610555143.0,87.0,100.0,81.7,93.6,167,402664.0,Pass,Successful,43
614,2610555265.0,76.6,93.2,62.7,33.3,167,303139.0,Pass,Successful,43
615,2610555323.0,75.7,21.3,81.6,11.5,167,69778.0,Pass,Successful,44
616,2610555351.0,82.9,10.8,98.3,25.0,167,331254.0,Pass,Successful,44
617,2610555371.0,98.6,25.5,93.8,43.6,167,69778.0,Pass,Unsuccessful,44
621,2610555827.0,99.5,0.5,92.7,58.8,167,365409.0,Pass,Unsuccessful,44
626,2610556123.0,74.7,69.4,73.3,30.8,167,113069.0,Pass,Successful,44
629,2610556141.0,76.6,48.5,80.7,49.0,167,365409.0,Pass,Successful,44
630,2610556165.0,80.7,49.0,78.7,63.7,167,315227.0,Pass,Successful,44
632,2610556185.0,24.5,38.2,28.6,45.0,32,300299.0,Pass,Successful,44
634,2610556197.0,25.3,45.1,28.6,41.7,32,336915.0,Pass,Successful,44
635,2610556205.0,28.6,41.7,33.2,47.8,32,300299.0,Pass,Unsuccessful,45
637,2610556321.0,34.3,52.2,45.6,74.4,32,300299.0,Pass,Successful,45
638,2610556421.0,54.8,74.9,80.9,17.8,32,123761.0,Pass,Unsuccessful,45
640,2610556553.0,60.7,8.5,56.1,27.8,32,353418.0,Pass,Successful,45
641,2610556605.0,55.8,30.6,46.8,61.5,32,69344.0,Pass,Successful,45
642,2610556677.0,46.8,61.5,59.9,84.9,32,22079.0,Pass,Successful,45
643,2610556713.0,63.7,81.7,69.1,67.1,32,100008.0,Pass,Successful,45
644,2610556755.0,67.1,70.5,60.5,69.1,32,439584.0,Pass,Successful,45
645,2610556841.0,55.8,61.2,51.4,46.9,32,22079.0,Pass,Successful,45
646,2610556895.0,42.1,25.6,53.2,4.9,32,99487.0,Pass,Successful,45
647,2610556999.0,53.2,4.9,84.6,50.8,32,300299.0,Pass,Successful,45
652,2610557343.0,99.5,99.5,79.5,81.6,32,123761.0,Pass,Successful,45
653,2610557377.0,77.9,77.2,100.0,35.6,32,69344.0,Pass,Unsuccessful,46
654,2610557999.0,5.1,48.8,71.6,46.8,167,121774.0,Pass,Unsuccessful,46
655,2610558011.0,30.5,53.4,42.2,65.3,32,22079.0,Pass,Successful,46
657,2610558021.0,42.2,65.3,44.6,56.6,32,123761.0,Pass,Successful,46
661,2610558081.0,52.3,67.0,52.9,55.1,32,123761.0,Pass,Successful,46
662,2610558107.0,52.9,55.1,52.1,60.3,32,69344.0,Pass,Successful,46
663,2610558181.0,56.3,59.8,63.5,51.9,32,123761.0,Pass,Successful,46
668,2610558235.0,13.9,53.5,37.6,52.5,167,101374.0,Pass,Successful,47
671,2610558293.0,72.1,48.1,81.1,19.0,32,123761.0,Pass,Successful,47
672,2610558333.0,84.8,22.2,94.8,50.1,32,300299.0,Pass,Unsuccessful,47
676,2610558655.0,99.5,0.5,89.6,52.4,32,123761.0,Pass,Successful,47
680,2610559201.0,4.9,53.2,67.3,82.9,167,121774.0,Pass,Unsuccessful,48
683,2610559223.0,32.0,9.6,41.7,22.4,32,99487.0,Pass,Unsuccessful,48
684,2610559399.0,64.2,69.6,63.6,19.8,167,136741.0,Pass,Successful,48
685,2610559467.0,69.8,47.0,80.1,87.1,167,331254.0,Pass,Successful,48
686,2610559495.0,80.6,89.7,71.1,79.7,167,113069.0,Pass,Successful,48
687,2610559527.0,68.0,71.9,67.3,56.9,167,402664.0,Pass,Successful,48
688,2610559577.0,67.3,56.9,76.8,66.4,167,303139.0,Pass,Successful,48
691,2610559655.0,81.5,77.0,96.3,75.0,167,113069.0,Pass,Successful,48
692,2610559707.0,97.3,70.9,95.1,47.3,167,136741.0,Pass,Successful,48
695,2610559749.0,98.3,17.4,98.3,22.1,167,365409.0,Pass,Unsuccessful,48
699,2610560239.0,99.5,0.5,94.3,45.1,167,365409.0,Pass,Unsuccessful,49
709,2610576613.0,50.2,49.7,15.3,49.7,167,136741.0,Pass,Successful,45
710,2610576729.0,19.0,49.0,72.0,17.4,167,121774.0,Pass,Successful,45
713,2610576803.0,72.0,17.4,72.8,0.0,167,315227.0,Pass,Unsuccessful,45
714,2610576901.0,27.4,100.0,26.9,90.4,32,100008.0,Pass,Successful,45
715,2610576947.0,26.9,90.4,23.0,94.8,32,336915.0,Pass,Successful,45
716,2610577007.0,23.0,94.8,27.3,85.7,32,100008.0,Pass,Successful,45
717,2610577031.0,27.6,85.3,36.2,93.3,32,69344.0,Pass,Unsuccessful,45
719,2610577061.0,57.4,6.1,64.5,15.7,167,69778.0,Pass,Unsuccessful,45
720,2610577087.0,29.8,85.4,36.7,76.9,32,69344.0,Pass,Unsuccessful,45
721,2610577151.0,61.6,23.5,84.5,21.5,167,303139.0,Pass,Unsuccessful,45
723,2610577243.0,12.3,78.1,35.6,81.3,32,22079.0,Pass,Successful,45
727,2610577291.0,64.5,13.7,69.0,16.1,167,303139.0,Pass,Successful,45
728,2610577301.0,69.0,16.1,76.0,23.7,167,331254.0,Pass,Unsuccessful,45
729,2610577431.0,11.7,93.5,24.7,95.0,32,22079.0,Pass,Successful,45
730,2610577505.0,24.7,95.0,27.5,80.4,32,300299.0,Pass,Successful,45
731,2610577605.0,35.5,63.6,45.1,12.5,32,69344.0,Pass,Successful,45
734,2610578129.0,34.9,84.6,17.0,85.6,167,136741.0,Pass,Successful,46
735,2610578197.0,17.0,85.6,4.1,49.3,167,402664.0,Pass,Successful,46
736,2610578249.0,4.1,49.3,10.2,10.8,167,121774.0,Pass,Successful,46
737,2610578283.0,10.2,10.8,20.7,3.6,167,313171.0,Pass,Successful,46
738,2610578325.0,20.8,3.6,53.6,10.3,167,69778.0,Pass,Unsuccessful,46
739,2610578359.0,47.7,86.5,64.9,75.4,32,99487.0,Pass,Successful,46
741,2610578391.0,64.9,75.4,61.7,85.7,32,343346.0,Pass,Successful,46
742,2610578413.0,61.7,85.7,66.2,89.8,32,69344.0,Pass,Unsuccessful,46
745,2610578905.0,67.3,89.2,81.0,89.7,32,69344.0,Pass,Successful,46
752,2610579185.0,99.5,99.5,75.3,73.7,32,300299.0,Pass,Successful,47
756,2610579661.0,5.0,52.6,16.2,82.8,167,121774.0,Pass,Successful,47
757,2610747361.0,19.3,83.9,22.1,59.1,167,402664.0,Pass,Successful,47
758,2610747417.0,24.9,58.8,24.1,68.3,167,101374.0,Pass,Successful,47
759,2610747453.0,24.1,68.3,28.9,12.4,167,303139.0,Pass,Successful,47
760,2610579705.0,52.4,14.4,55.5,25.0,167,69778.0,Pass,Successful,47
761,2610579793.0,54.4,23.7,51.6,18.3,167,101374.0,Pass,Successful,47
762,2610579861.0,53.9,32.8,65.6,55.9,167,69778.0,Pass,Successful,47
763,2610579969.0,65.6,55.9,68.9,77.0,167,303139.0,Pass,Successful,47
764,2610580013.0,78.6,75.5,96.5,41.6,167,136741.0,Pass,Successful,47
766,2610580491.0,3.8,58.5,5.4,52.8,32,22079.0,Pass,Successful,48
767,2610580677.0,27.9,51.9,47.3,4.4,32,260843.0,Pass,Successful,48
768,2610580719.0,47.3,4.4,45.5,15.1,32,353418.0,Pass,Successful,48
769,2610580825.0,54.6,18.1,88.4,18.4,32,123761.0,Pass,Unsuccessful,48
771,2610580869.0,10.2,81.2,2.8,57.3,167,402664.0,Pass,Successful,48
772,2610580931.0,2.8,57.3,29.0,19.4,167,121774.0,Pass,Successful,48
773,2610580951.0,37.7,15.9,36.3,16.7,167,331254.0,Pass,Unsuccessful,48
775,2610580977.0,24.6,27.2,33.1,36.0,167,69778.0,Pass,Successful,48
776,2610581055.0,33.5,35.8,53.6,13.2,167,303139.0,Pass,Successful,48
777,2610581183.0,60.8,25.5,73.1,85.6,167,365409.0,Pass,Successful,48
778,2610581231.0,84.0,76.0,93.4,73.6,167,113069.0,Pass,Successful,48
779,2610581315.0,97.5,69.4,95.9,43.6,167,136741.0,Pass,Successful,48
781,2610582911.0,49.9,50.1,30.5,53.0,32,336915.0,Pass,Successful,50
782,2610747783.0,37.8,51.0,28.7,44.4,32,69344.0,Pass,Successful,50
783,2610582943.0,30.5,53.0,34.1,70.2,32,99487.0,Pass,Successful,50
784,2610582955.0,36.1,71.7,64.8,67.3,32,22079.0,Pass,Unsuccessful,50
785,2610582993.0,35.6,30.9,43.7,0.0,167,313171.0,Pass,Unsuccessful,50
786,2610583199.0,54.9,100.0,40.5,81.9,32,100008.0,Pass,Successful,50
787,2610583289.0,38.0,77.3,23.5,60.6,32,22079.0,Pass,Successful,50
788,2610583337.0,23.5,60.6,34.5,55.1,32,260843.0,Pass,Successful,50
789,2610583351.0,35.4,53.9,36.9,51.3,32,336915.0,Pass,Unsuccessful,50
791,2610583467.0,34.4,53.3,48.1,43.4,32,336915.0,Pass,Successful,50
792,2610583539.0,60.9,64.5,74.9,81.7,32,123761.0,Pass,Successful,50
796,2610583665.0,71.8,68.0,68.9,38.8,32,123761.0,Pass,Successful,50
797,2610583727.0,71.3,34.8,80.9,12.2,32,336915.0,Pass,Successful,50
798,2610583747.0,82.0,12.3,86.0,17.5,32,353418.0,Pass,Unsuccessful,50
801,2610583893.0,11.8,82.2,18.1,71.1,167,113069.0,Pass,Successful,50
804,2610584451.0,16.9,70.3,19.1,45.6,167,121774.0,Pass,Successful,51
805,2610747963.0,18.3,43.5,28.9,55.3,167,313171.0,Pass,Successful,51
806,2610584469.0,23.4,56.2,17.0,32.9,167,101374.0,Pass,Successful,51
807,2610584485.0,17.0,32.9,23.3,37.7,167,313171.0,Pass,Successful,51
808,2610584569.0,23.3,37.7,9.5,59.8,167,303139.0,Pass,Successful,51
809,2610584647.0,17.2,66.5,30.3,0.0,167,121774.0,Pass,Unsuccessful,51
810,2610584861.0,64.9,100.0,46.0,89.1,32,100008.0,Pass,Successful,51
811,2610584889.0,44.6,88.6,29.0,68.7,32,22079.0,Pass,Successful,51
812,2610584993.0,28.8,67.1,29.6,43.4,32,99487.0,Pass,Successful,51
813,2610585027.0,35.8,40.5,77.6,72.3,32,260843.0,Pass,Successful,51
814,2610585097.0,77.6,72.3,71.5,68.7,32,439584.0,Pass,Successful,51
815,2610585149.0,71.0,76.4,75.3,90.4,32,300299.0,Pass,Successful,51
816,2610585181.0,71.9,80.4,72.6,62.4,32,100008.0,Pass,Successful,51
817,2610585195.0,72.6,62.4,69.6,57.4,32,123761.0,Pass,Unsuccessful,51
819,2610585235.0,72.1,63.3,78.6,61.0,32,123761.0,Pass,Successful,51
820,2610585265.0,79.9,60.1,75.9,40.3,32,439584.0,Pass,Unsuccessful,51
822,2610585327.0,21.2,57.8,4.1,57.6,167,113069.0,Pass,Successful,51
823,2610585405.0,4.1,57.6,62.4,88.8,167,121774.0,Pass,Unsuccessful,51
824,2610585469.0,38.2,10.9,46.4,6.7,32,99487.0,Pass,Successful,52
826,2610585563.0,45.8,8.7,42.1,26.6,32,353418.0,Pass,Successful,52
827,2610585595.0,47.7,46.6,48.1,83.0,32,69344.0,Pass,Successful,52
828,2610585625.0,48.4,83.7,58.4,91.3,32,100008.0,Pass,Successful,52
829,2610585637.0,58.4,91.3,44.1,89.5,32,300299.0,Pass,Successful,52
830,2610585719.0,39.4,83.9,37.4,57.8,32,100008.0,Pass,Successful,52
831,2610585851.0,35.7,50.1,36.6,28.0,32,22079.0,Pass,Successful,52
832,2610585923.0,44.3,28.1,57.1,88.9,32,99487.0,Pass,Successful,52
833,2610585977.0,57.1,88.9,41.1,83.0,32,100008.0,Pass,Successful,52
834,2610586013.0,42.9,82.1,54.1,87.2,32,22079.0,Pass,Successful,52
835,2610586051.0,54.1,87.2,43.0,76.4,32,343346.0,Pass,Successful,52
836,2610586077.0,43.0,76.4,47.0,71.9,32,22079.0,Pass,Successful,52
837,2610586123.0,47.0,71.9,50.8,87.5,32,69344.0,Pass,Successful,52
838,2610586167.0,50.8,87.5,34.5,72.5,32,343346.0,Pass,Successful,52
839,2610586333.0,32.2,71.1,23.1,58.3,32,22079.0,Pass,Successful,52
840,2610586373.0,32.6,56.6,53.5,90.1,32,260843.0,Pass,Successful,52
841,2610586399.0,53.5,90.1,63.0,84.2,32,100008.0,Pass,Unsuccessful,52
843,2610586473.0,39.0,84.3,36.8,63.2,32,69344.0,Pass,Unsuccessful,52
844,2610586513.0,62.5,35.5,76.4,0.0,167,315227.0,Pass,Unsuccessful,52
845,2610586955.0,30.0,100.0,48.6,90.9,32,100008.0,Pass,Unsuccessful,53
846,2610587009.0,49.5,11.7,61.2,12.5,167,69778.0,Pass,Successful,53
849,2610587057.0,61.2,12.5,60.1,15.9,167,303139.0,Pass,Unsuccessful,53
852,2610587053.0,30.7,86.9,31.6,83.3,32,343346.0,Pass,Unsuccessful,53
854,2610587101.0,28.3,78.6,37.3,75.2,32,343346.0,Pass,Unsuccessful,53
856,2610587115.0,58.1,21.6,57.4,38.7,167,303139.0,Pass,Successful,53
857,2610587191.0,57.4,38.7,88.6,79.4,167,136741.0,Pass,Successful,53
858,2610587219.0,88.6,79.4,96.6,52.0,167,402664.0,Pass,Unsuccessful,53
860,2610587365.0,15.8,47.9,29.0,46.7,32,260843.0,Pass,Successful,53
861,2610587383.0,33.7,51.3,34.9,53.0,32,336915.0,Pass,Unsuccessful,53
864,2610587511.0,58.5,11.5,67.8,5.4,167,69778.0,Pass,Successful,53
865,2610587653.0,67.8,5.4,62.5,4.6,167,331254.0,Pass,Successful,53
866,2610587679.0,72.6,18.8,68.8,12.5,167,69778.0,Pass,Successful,53
867,2610587729.0,68.8,12.5,68.4,36.2,167,303139.0,Pass,Successful,53
868,2610587887.0,68.4,36.2,69.4,87.8,167,101374.0,Pass,Successful,53
869,2610587903.0,75.3,81.9,85.9,88.8,167,113069.0,Pass,Successful,54
870,2610587935.0,85.9,88.8,74.4,86.0,167,136741.0,Pass,Successful,54
871,2610587965.0,74.7,84.4,62.9,70.1,167,113069.0,Pass,Successful,54
872,2610588015.0,62.2,66.7,63.7,31.1,167,402664.0,Pass,Successful,54
873,2610588083.0,63.4,26.0,75.6,9.1,167,69778.0,Pass,Successful,54
874,2610588145.0,75.5,18.1,84.1,34.0,167,331254.0,Pass,Successful,54
875,2610588169.0,88.9,17.8,84.0,10.5,167,303139.0,Pass,Successful,54
876,2610588231.0,84.0,10.5,69.5,12.0,167,365409.0,Pass,Successful,54
877,2610588287.0,64.2,15.1,46.6,44.8,167,69778.0,Pass,Successful,54
878,2610588325.0,46.2,49.2,45.6,78.4,167,313171.0,Pass,Successful,54
879,2610588375.0,45.6,78.4,64.7,79.5,167,402664.0,Pass,Successful,54
880,2610588435.0,64.9,79.2,68.2,94.7,167,136741.0,Pass,Successful,54
884,2610588575.0,34.5,9.4,35.9,12.3,32,353418.0,Pass,Unsuccessful,54
886,2610588623.0,28.0,32.1,33.4,48.4,32,99487.0,Pass,Unsuccessful,54
890,2610589313.0,92.5,0.0,94.6,27.9,167,69778.0,Pass,Successful,55
891,2610589441.0,95.6,15.4,92.9,4.4,167,315227.0,Pass,Successful,55
892,2610589503.0,77.9,5.4,45.0,6.4,167,69778.0,Pass,Successful,55
893,2610589595.0,43.1,7.8,23.3,41.9,167,313171.0,Pass,Successful,55
894,2610589621.0,27.0,44.3,32.5,31.3,167,121774.0,Pass,Successful,55
895,2610589675.0,32.5,31.3,25.3,15.7,167,303139.0,Pass,Successful,55
896,2610589875.0,25.3,15.7,15.4,42.9,167,313171.0,Pass,Successful,55
897,2610589925.0,26.4,50.7,51.4,42.1,167,121774.0,Pass,Successful,55
898,2610590053.0,56.4,34.6,65.7,12.4,167,365409.0,Pass,Successful,55
899,2610590099.0,70.6,32.9,71.4,58.9,167,331254.0,Pass,Successful,55
904,2610590361.0,2.2,98.5,10.5,97.1,32,300299.0,Pass,Unsuccessful,56
906,2610590895.0,7.7,100.0,16.7,96.0,32,100008.0,Pass,Successful,56
907,2610590927.0,14.8,95.8,9.1,96.2,32,300299.0,Pass,Successful,56
908,2610603413.0,9.7,94.6,31.2,64.7,32,100008.0,Pass,Successful,56
909,2610590955.0,29.2,54.5,27.3,74.1,32,343346.0,Pass,Unsuccessful,56
911,2610590943.0,67.7,18.6,74.7,25.9,167,303139.0,Pass,Unsuccessful,56
913,2610591563.0,25.3,72.8,33.7,72.6,32,22079.0,Pass,Successful,56
914,2610591001.0,40.1,76.4,35.7,70.0,32,439584.0,Pass,Successful,56
915,2610591067.0,35.7,70.0,45.5,75.4,32,69344.0,Pass,Successful,56
920,2610591119.0,26.9,25.2,37.8,29.6,167,69778.0,Pass,Successful,56
921,2610591201.0,38.4,29.1,29.6,41.1,167,303139.0,Pass,Successful,56
922,2610591235.0,29.6,41.1,9.5,46.6,167,136741.0,Pass,Successful,56
923,2610591283.0,9.5,46.6,20.0,33.3,167,121774.0,Pass,Successful,56
924,2610591311.0,20.0,33.3,18.8,27.0,167,303139.0,Pass,Successful,56
925,2610591501.0,18.8,27.0,6.6,50.7,167,313171.0,Pass,Successful,57
926,2610591557.0,19.1,52.0,41.3,97.9,167,121774.0,Pass,Successful,57
927,2610591773.0,64.0,96.6,55.2,95.1,167,402664.0,Pass,Successful,57
928,2610591855.0,46.6,80.1,33.2,48.5,167,136741.0,Pass,Successful,57
929,2610591921.0,41.7,34.3,44.5,56.2,167,313171.0,Pass,Successful,57
930,2610592021.0,51.9,57.9,58.8,40.9,167,303139.0,Pass,Successful,57
931,2610592059.0,68.3,52.0,71.4,39.7,167,101374.0,Pass,Successful,57
932,2610592081.0,72.2,36.3,79.9,25.9,167,365409.0,Pass,Successful,57
933,2610592105.0,79.9,25.9,86.7,38.2,167,331254.0,Pass,Successful,57
936,2610592147.0,78.9,35.6,84.5,51.7,167,365409.0,Pass,Successful,57
937,2610592159.0,84.5,51.7,77.3,50.0,167,101374.0,Pass,Successful,57
938,2610592209.0,79.6,51.4,88.1,66.9,167,365409.0,Pass,Successful,57
